#T	E/N	M/N	C/N	Xi/N
0.0001	-3.8962104166666665	0.40625	0.0	0.0
0.000101	-3.8962104166666665	0.40625	0.0	0.0
0.00010201000000000001	-3.8962104166666665	0.40625	0.0	0.0
0.00010303010000000001	-3.8962104166666665	0.40625	0.0	0.0
0.00010406040100000001	-3.8962104166666665	0.40625	0.0	0.0
0.00010510100501000002	-3.8962104166666665	0.40625	0.0	0.0
0.00010615201506010001	-3.8962104166666665	0.40625	0.0	0.0
0.00010721353521070101	-3.8962104166666665	0.40625	0.0	0.0
0.00010828567056280802	-3.8962104166666665	0.40625	0.0	0.0
0.00010936852726843611	-3.8962104166666665	0.40625	0.0	0.0
0.00011046221254112047	-3.8962104166666665	0.40625	0.0	0.0
0.00011156683466653167	-3.8962104166666665	0.40625	0.0	0.0
0.00011268250301319699	-3.8962104166666665	0.40625	0.0	0.0
0.00011380932804332896	-3.8962104166666665	0.40625	0.0	0.0
0.00011494742132376225	-3.8962104166666665	0.40625	0.0	0.0
0.00011609689553699987	-3.8962104166666665	0.40625	0.0	0.0
0.00011725786449236987	-3.8962104166666665	0.40625	0.0	0.0
0.00011843044313729357	-3.8962104166666665	0.40625	0.0	0.0
0.00011961474756866651	-3.8962104166666665	0.40625	0.0	0.0
0.00012081089504435318	-3.8962104166666665	0.40625	0.0	0.0
0.00012201900399479672	-3.8962104166666665	0.40625	0.0	0.0
0.00012323919403474468	-3.8962104166666665	0.40625	0.0	0.0
0.00012447158597509212	-3.8962104166666665	0.40625	0.0	0.0
0.00012571630183484304	-3.8962104166666665	0.40625	0.0	0.0
0.00012697346485319145	-3.8962104166666665	0.40625	0.0	0.0
0.00012824319950172338	-3.8962104166666665	0.40625	0.0	0.0
0.0001295256314967406	-3.8962104166666665	0.40625	0.0	0.0
0.00013082088781170802	-3.8962104166666665	0.40625	0.0	0.0
0.0001321290966898251	-3.8962104166666665	0.40625	0.0	0.0
0.00013345038765672336	-3.8962104166666665	0.40625	0.0	0.0
0.0001347848915332906	-3.8962104166666665	0.40625	0.0	0.0
0.0001361327404486235	-3.8962104166666665	0.40625	0.0	0.0
0.00013749406785310974	-3.8962104166666665	0.40625	0.0	0.0
0.00013886900853164082	-3.8962104166666665	0.40625	0.0	0.0
0.00014025769861695722	-3.8962104166666665	0.40625	0.0	0.0
0.0001416602756031268	-3.8962104166666665	0.40625	0.0	0.0
0.00014307687835915807	-3.8962104166666665	0.40625	0.0	0.0
0.00014450764714274964	-3.8962104166666665	0.40625	0.0	0.0
0.00014595272361417715	-3.8962104166666665	0.40625	0.0	0.0
0.00014741225085031893	-3.8962104166666665	0.40625	0.0	0.0
0.00014888637335882211	-3.8962104166666665	0.40625	0.0	0.0
